"","Name","PassportID","Gender","DateOfBirth","Age","Nationality","University","Commission","YearOfAdmission"
"904","Firas Ali","Q567890","Male","10/7/2000",21,"Saudi Arabia","Sunway",3600,2023
"905","Ghalia Abdullah","Q678901","Female","12/10/1999",22,"Palestine","UM",3400,2023
"906","Hadeel Mohamed","Q789012","Female","14/7/2002",19,"Syria","Taylor's",3200,2023
"907","Hamdi Hussein","Q890123","Male","16/10/2001",20,"Somalia","UiTM",2900,2023
"908","Ibrahim Mohamed","R123456","Male","21/7/2000",21,"Egypt","UTM",2600,2023
"909","Jaber Abdullah","R234567","Male","23/10/2001",20,"Kuwait","UPM",3100,2023
"910","Jamal Hussein","R345678","Male","25/5/1998",23,"Somalia","UM",3400,2023
"911","Jamila Mohamed","R456789","Female","27/8/2000",21,"Yemen","Taylor's",3200,2023
"912","Jumana Ali","R567890","Female","29/11/1999",22,"Syria","USIM",3800,2023
"913","Khaled Abdullah","R678901","Male","1/9/2001",20,"Saudi Arabia","UiTM",2900,2023
"914","Layla Hussein","R789012","Female","3/12/1998",23,"Palestine","Sunway",3600,2023
"915","Leila Mohamed","R890123","Female","5/9/2000",21,"Egypt","USM",2500,2023
"916","Majed Ali","S012345","Male","7/12/1999",22,"Saudi Arabia","UTM",2600,2023
"917","Maha Abdullah","S123456","Female","9/9/2001",20,"Kuwait","Sunway",3600,2023
"918","Mahmoud Hussein","S234567","Male","11/12/1998",23,"Egypt","Taylor's",3200,2023
"919","Mariam Mohamed","S345678","Female","13/9/2000",21,"Syria","UiTM",2900,2023
